Cod_UF;UF;Ano;Tipo de floresta;Tipo de produto florestal;Produto florestal (com código);Grupo;Uso;Parte da planta;Espécie;Quantidade;Unidade de medida PEVS;Valor da produção (mil R$) (nominal) ;Fator de correção IPCA;Valor corrigido (mil R$) (real - IPCA 2023);Preço médio (R$/t) (nominal);Preço médio corrigido (R$/t) (real - IPCA 2023)
23;Ceará;2013;Floresta Natural;PFNM;10.1 - Angico (casca);10 - Tanantes;Tanantes;Casca;Angico;1;Toneladas;2,00 ;1,786224503;3,57 ;2.000,00;3.572,45
28;Sergipe;2013;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;11;Toneladas;22,00 ;1,786224503;39,30 ;2.000,00;3.572,45
27;Alagoas;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;30;Toneladas;96,00;1,116013764;107,14 ;3.200,00;3.571,24
25;Paraíba;2022;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;392;Toneladas;1.335,00 ;1,04819185;1.399,34 ;3.405,61;3.569,73
22;Piauí;2010;Floresta Natural;PFNM;2.4 - Outros Aromáticos, medicinais, tóxicos e corantes;2 - Aromáticos, medicinais, tóxicos e corantes;Aromáticos, medicinais, tóxicos e corantes; Não especificado; Não especificada;107;Toneladas;179,00 ;2,132474426;381,71 ;1.672,90;3.567,41
25;Paraíba;2004;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;228;Toneladas;286,00 ;2,843461732;813,23 ;1.254,39;3.566,80
13;Amazonas;1994;Floresta Natural;PFNM;5.3 - Piaçava;5 - Fibras;Fibras;Folha;Piaçava;1248;Toneladas;644,00 ;6,909799807;4.449,91 ;516,03;3.565,63
29;Bahia;2022;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;10;Toneladas;34,00 ;1,04819185;35,64 ;3.400,00;3.563,85
11;Rondônia;2003;Floresta Natural;PFNM;3.2 - Hevea (látex coagulado);3 - Borrachas;Borrachas;Exudatos;Hevea;203;Toneladas;238,00 ;3,03864389;723,20 ;1.172,41;3.562,55
15;Pará;2006;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;6058;Toneladas;8.334,00 ;2,58881797;21.575,21 ;1.375,70;3.561,44
27;Alagoas;2019;Floresta Natural;PFNM;8.4 - Licuri (coquilho);8 - Oleaginosos;Oleaginosos;Fruto/semente;Licuri;106;Toneladas;294,00 ;1,283518088;377,35 ;2.773,58;3.559,95
21;Maranhão;2001;Floresta Natural;PFNM;8.8 - Outros Oleaginosos;8 - Oleaginosos;Oleaginosos; Não especificado; Não especificada;19;Toneladas;18,00 ;3,756061826;67,61 ;947,37;3.558,37
26;Pernambuco;2023;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;483;Toneladas;1.718,00 ;1;1.718,00 ;3.556,94;3.556,94
31;Minas Gerais;2016;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;9140;Toneladas;22.992,00;1,413199631;32.492,29 ;2.515,54;3.554,95
21;Maranhão;2010;Floresta Natural;PFNM;5.3 - Piaçava;5 - Fibras;Fibras;Folha;Piaçava;9;Toneladas;15,00 ;2,132474426;31,99 ;1.666,67;3.554,12
17;Tocantins;2010;Floresta Natural;PFNM;1.1 - Açaí (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Açaí;3;Toneladas;5,00 ;2,132474426;10,66 ;1.666,67;3.554,12
23;Ceará;2010;Floresta Natural;PFNM;8.8 - Outros Oleaginosos;8 - Oleaginosos;Oleaginosos; Não especificado; Não especificada;6;Toneladas;10,00 ;2,132474426;21,32 ;1.666,67;3.554,12
43;Rio Grande do Sul;2012;Floresta Natural;PFNM;1.8 - Pinhão;1 - Alimentícios;Alimentícios;Fruto/semente;Pinhão;823;Toneladas;1.547,00 ;1,890495089;2.924,60 ;1.879,71;3.553,58
51;Mato Grosso;2013;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;74;Toneladas;147,00 ;1,786224503;262,58 ;1.986,49;3.548,31
15;Pará;2022;Floresta Natural;PFNM;8.8 - Outros Oleaginosos;8 - Oleaginosos;Oleaginosos; Não especificado; Não especificada;34;Toneladas;115,00 ;1,04819185;120,54 ;3.382,35;3.545,35
35;São Paulo;2023;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;84016;Toneladas;297.707,00;1;297.707,00 ;3.543,46;3.543,46
17;Tocantins;2018;Floresta Natural;PFNM;1.10 - Outros Alimentícios;1 - Alimentícios;Alimentícios; Não especificado; Não especificada;26;Toneladas;70,00 ;1,316055638;92,12 ;2.692,31;3.543,23
41;Paraná;2004;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;4663;Toneladas;5.810,00;2,843461732;16.520,51 ;1.245,98;3.542,89
41;Paraná;1999;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;1302;Toneladas;1.074,00;4,293959328;4.611,71 ;824,88;3.542,02
11;Rondônia;2018;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;162;Toneladas;436,00 ;1,316055638;573,80 ;2.691,36;3.541,98
16;Amapá;2004;Floresta Natural;PFNM;3.3 - Hevea (látex líquido);3 - Borrachas;Borrachas;Exudatos;Hevea;53;Toneladas;66,00 ;2,843461732;187,67 ;1.245,28;3.540,91
24;Rio Grande do Norte;2000;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;58;Toneladas;51,00 ;4,026194958;205,34 ;879,31;3.540,27
31;Minas Gerais;2019;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;6882;Toneladas;18.982,00;1,283518088;24.363,74 ;2.758,21;3.540,21
27;Alagoas;2019;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;82;Toneladas;226,00 ;1,283518088;290,08 ;2.756,10;3.537,50
21;Maranhão;2016;Floresta Natural;PFNM;1.5 - Mangaba (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Mangaba;2;Toneladas;5,00 ;1,413199631;7,07 ;2.500,00;3.533,00
52;Goiás;1997;Floresta Natural;PFNM;1.1 - Açaí (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Açaí;12;Toneladas;9,00 ;4,710526685;42,39 ;750,00;3.532,90
23;Ceará;2004;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;33;Toneladas;41,00 ;2,843461732;116,58 ;1.242,42;3.532,79
29;Bahia;2019;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;12;Toneladas;33,00 ;1,283518088;42,36 ;2.750,00;3.529,67
28;Sergipe;2004;Floresta Natural;PFNM;1.5 - Mangaba (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Mangaba;509;Toneladas;631,00 ;2,843461732;1.794,22 ;1.239,69;3.525,00
24;Rio Grande do Norte;2003;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;25;Toneladas;29,00 ;3,03864389;88,12 ;1.160,00;3.524,83
41;Paraná;1999;Floresta Natural;PFNM;2.4 - Outros Aromáticos, medicinais, tóxicos e corantes;2 - Aromáticos, medicinais, tóxicos e corantes;Aromáticos, medicinais, tóxicos e corantes; Não especificado; Não especificada;737;Toneladas;604,00 ;4,293959328;2.593,55 ;819,54;3.519,07
43;Rio Grande do Sul;2018;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;27089;Toneladas;72.407,00;1,316055638;95.291,64 ;2.672,93;3.517,72
31;Minas Gerais;2013;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;12469;Toneladas;24.539,00;1,786224503;43.832,16 ;1.968,00;3.515,29
31;Minas Gerais;2021;Floresta Natural;PFNM;1.8 - Pinhão;1 - Alimentícios;Alimentícios;Fruto/semente;Pinhão;3464;Toneladas;10.903,00 ;1,116013764;12.167,90 ;3.147,52;3.512,67
11;Rondônia;2014;Floresta Natural;PFNM;1.1 - Açaí (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Açaí;1606;Toneladas;3.364,00 ;1,675833333;5.637,50 ;2.094,65;3.510,28
11;Rondônia;2013;Floresta Natural;PFNM;1.1 - Açaí (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Açaí;1435;Toneladas;2.820,00 ;1,786224503;5.037,15 ;1.965,16;3.510,21
29;Bahia;2014;Floresta Natural;PFNM;5.3 - Piaçava;5 - Fibras;Fibras;Folha;Piaçava;43585;Toneladas;91.174,00 ;1,675833333;152.792,43 ;2.091,87;3.505,62
13;Amazonas;2008;Floresta Natural;PFNM;1.9 - Umbu (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Umbu;2;Toneladas;3,00 ;2,336720672;7,01 ;1.500,00;3.505,08
32;Espírito Santo;2021;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;1980;Toneladas;6.217,00;1,116013764;6.938,26 ;3.139,90;3.504,17
15;Pará;2014;Floresta Natural;PFNM;1.10 - Outros Alimentícios;1 - Alimentícios;Alimentícios; Não especificado; Não especificada;356;Toneladas;744,00 ;1,675833333;1.246,82 ;2.089,89;3.502,30
29;Bahia;2023;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;6;Toneladas;21,00 ;1;21,00 ;3.500,00;3.500,00
51;Mato Grosso;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;520;Toneladas;1.820,00;1;1.820,00 ;3.500,00;3.500,00
23;Ceará;1998;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;219;Toneladas;166,00 ;4,615840291;766,23 ;757,99;3.498,76
13;Amazonas;2023;Floresta Natural;PFNM;5.3 - Piaçava;5 - Fibras;Fibras;Folha;Piaçava;2006;Toneladas;7.018,00 ;1;7.018,00 ;3.498,50;3.498,50
25;Paraíba;2013;Floresta Natural;PFNM;1.5 - Mangaba (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Mangaba;95;Toneladas;186,00 ;1,786224503;332,24 ;1.957,89;3.497,24
17;Tocantins;2020;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;390;Toneladas;1.104,00 ;1,235121696;1.363,57 ;2.830,77;3.496,34
32;Espírito Santo;2017;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;2040;Toneladas;5.177,00;1,376028681;7.123,70 ;2.537,75;3.492,01
31;Minas Gerais;2008;Floresta Natural;PFNM;2.3 - Urucum (semente);2 - Aromáticos, medicinais, tóxicos e corantes;Aromáticos, medicinais, tóxicos e corantes;Fruto/semente;Urucum;85;Toneladas;127,00 ;2,336720672;296,76 ;1.494,12;3.491,34
51;Mato Grosso;2013;Floresta Natural;PFNM;8.6 - Pequi (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Pequi;239;Toneladas;467,00 ;1,786224503;834,17 ;1.953,97;3.490,24
21;Maranhão;2009;Floresta Natural;PFNM;5.3 - Piaçava;5 - Fibras;Fibras;Folha;Piaçava;9;Toneladas;14,00 ;2,243257776;31,41 ;1.555,56;3.489,51
13;Amazonas;2010;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;16039;Toneladas;26.244,00 ;2,132474426;55.964,66 ;1.636,26;3.489,29
13;Amazonas;2016;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;190;Toneladas;469,00 ;1,413199631;662,79 ;2.468,42;3.488,37
29;Bahia;2015;Floresta Natural;PFNM;8.6 - Pequi (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Pequi;240;Toneladas;549,00 ;1,524470319;836,93 ;2.287,50;3.487,23
15;Pará;2011;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;7192;Toneladas;12.574,00 ;1,993523839;25.066,57 ;1.748,33;3.485,34
15;Pará;2020;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;56;Toneladas;158,00 ;1,235121696;195,15 ;2.821,43;3.484,81
43;Rio Grande do Sul;2007;Floresta Natural;PFNM;1.8 - Pinhão;1 - Alimentícios;Alimentícios;Fruto/semente;Pinhão;686;Toneladas;961,00 ;2,48649349;2.389,52 ;1.400,87;3.483,27
14;Roraima;2018;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;2230;Toneladas;5.899,00 ;1,316055638;7.763,41 ;2.645,29;3.481,35
29;Bahia;2020;Floresta Natural;PFNM;1.10 - Outros Alimentícios;1 - Alimentícios;Alimentícios; Não especificado; Não especificada;319;Toneladas;899,00 ;1,235121696;1.110,37 ;2.818,18;3.480,80
24;Rio Grande do Norte;2006;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;32;Toneladas;43,00 ;2,58881797;111,32 ;1.343,75;3.478,72
21;Maranhão;2005;Floresta Natural;PFNM;8.7 - Tucum (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Tucum;123;Toneladas;160,00 ;2,673339993;427,73 ;1.300,81;3.477,52
31;Minas Gerais;2000;Floresta Natural;PFNM;8.8 - Outros Oleaginosos;8 - Oleaginosos;Oleaginosos; Não especificado; Não especificada;22;Toneladas;19,00 ;4,026194958;76,50 ;863,64;3.477,17
33;Rio de Janeiro;1995;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;8;Toneladas;5,00 ;5,563116526;27,82 ;625,00;3.476,95
31;Minas Gerais;2011;Floresta Natural;PFNM;1.8 - Pinhão;1 - Alimentícios;Alimentícios;Fruto/semente;Pinhão;164;Toneladas;286,00 ;1,993523839;570,15 ;1.743,90;3.476,51
15;Pará;2014;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;6903;Toneladas;14.313,00 ;1,675833333;23.986,20 ;2.073,45;3.474,75
25;Paraíba;2023;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;327;Toneladas;1.136,00 ;1;1.136,00 ;3.474,01;3.474,01
11;Rondônia;2000;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;51;Toneladas;44,00 ;4,026194958;177,15 ;862,75;3.473,58
41;Paraná;2014;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;2033;Toneladas;4.212,00;1,675833333;7.058,61 ;2.071,82;3.472,02
15;Pará;2012;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;55;Toneladas;101,00 ;1,890495089;190,94 ;1.836,36;3.471,64
13;Amazonas;2011;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;14661;Toneladas;25.531,00 ;1,993523839;50.896,66 ;1.741,42;3.471,57
42;Santa Catarina;2021;Floresta Natural;PFM;7.1 - Carvão vegetal;Madeireiros;Madeira para combustível;Tronco e/ou galhos; Não especificada;780;Toneladas;2.423,00 ;1,116013764;2.704,10 ;3.106,41;3.466,80
41;Paraná;2014;Floresta Natural;PFNM;1.8 - Pinhão;1 - Alimentícios;Alimentícios;Fruto/semente;Pinhão;3582;Toneladas;7.410,00 ;1,675833333;12.417,93 ;2.068,68;3.466,76
11;Rondônia;2002;Floresta Natural;PFNM;3.2 - Hevea (látex coagulado);3 - Borrachas;Borrachas;Exudatos;Hevea;63;Toneladas;63,00 ;3,463558264;218,20 ;1.000,00;3.463,56
13;Amazonas;2002;Floresta Natural;PFNM;1.9 - Umbu (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Umbu;2;Toneladas;2,00 ;3,463558264;6,93 ;1.000,00;3.463,56
13;Amazonas;2002;Floresta Natural;PFNM;5.1 - Buriti;5 - Fibras;Fibras;Folha;Buriti;1;Toneladas;1,00 ;3,463558264;3,46 ;1.000,00;3.463,56
15;Pará;2002;Floresta Natural;PFNM;10.3 - Outros Tanantes;10 - Tanantes;Tanantes; Não especificado; Não especificada;4;Toneladas;4,00 ;3,463558264;13,85 ;1.000,00;3.463,56
17;Tocantins;2002;Floresta Natural;PFNM;5.1 - Buriti;5 - Fibras;Fibras;Folha;Buriti;1;Toneladas;1,00 ;3,463558264;3,46 ;1.000,00;3.463,56
22;Piauí;2002;Floresta Natural;PFNM;8.6 - Pequi (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Pequi;1;Toneladas;1,00 ;3,463558264;3,46 ;1.000,00;3.463,56
29;Bahia;2002;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;1;Toneladas;1,00 ;3,463558264;3,46 ;1.000,00;3.463,56
31;Minas Gerais;2002;Floresta Natural;PFNM;1.9 - Umbu (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Umbu;61;Toneladas;61,00 ;3,463558264;211,28 ;1.000,00;3.463,56
51;Mato Grosso;2002;Floresta Natural;PFNM;2.1 - Ipecacuanha ou poaia (raiz);2 - Aromáticos, medicinais, tóxicos e corantes;Aromáticos, medicinais, tóxicos e corantes;Raiz;Ipecacuanha ou poaia;1;Toneladas;1,00 ;3,463558264;3,46 ;1.000,00;3.463,56
23;Ceará;2002;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;3;Toneladas;3,00 ;3,463558264;10,39 ;1.000,00;3.463,56
23;Ceará;2002;Floresta Natural;PFNM;8.8 - Outros Oleaginosos;8 - Oleaginosos;Oleaginosos; Não especificado; Não especificada;7;Toneladas;7,00 ;3,463558264;24,24 ;1.000,00;3.463,56
24;Rio Grande do Norte;2002;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;50;Toneladas;50,00 ;3,463558264;173,18 ;1.000,00;3.463,56
42;Santa Catarina;1994;Floresta Natural;PFNM;1.8 - Pinhão;1 - Alimentícios;Alimentícios;Fruto/semente;Pinhão;2313;Toneladas;1.159,00 ;6,909799807;8.008,46 ;501,08;3.462,37
31;Minas Gerais;2020;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;71;Toneladas;199,00 ;1,235121696;245,79 ;2.802,82;3.461,82
27;Alagoas;2020;Floresta Natural;PFNM;1.5 - Mangaba (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Mangaba;167;Toneladas;468,00 ;1,235121696;578,04 ;2.802,40;3.461,30
31;Minas Gerais;2022;Floresta Natural;PFNM;1.8 - Pinhão;1 - Alimentícios;Alimentícios;Fruto/semente;Pinhão;3478;Toneladas;11.465,00 ;1,04819185;12.017,52 ;3.296,43;3.455,30
11;Rondônia;1994;Floresta Natural;PFNM;3.1 - Caucho;3 - Borrachas;Borrachas;Exudatos;Caucho;4;Toneladas;2,00 ;6,909799807;13,82 ;500,00;3.454,90
33;Rio de Janeiro;1994;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;8;Toneladas;4,00 ;6,909799807;27,64 ;500,00;3.454,90
51;Mato Grosso;2003;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;388;Toneladas;441,00 ;3,03864389;1.340,04 ;1.136,60;3.453,72
11;Rondônia;2012;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;1714;Toneladas;3.131,00 ;1,890495089;5.919,14 ;1.826,72;3.453,41
17;Tocantins;2006;Floresta Natural;PFNM;1.1 - Açaí (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Açaí;3;Toneladas;4,00 ;2,58881797;10,36 ;1.333,33;3.451,76
23;Ceará;2006;Floresta Natural;PFNM;5.1 - Buriti;5 - Fibras;Fibras;Folha;Buriti;3;Toneladas;4,00 ;2,58881797;10,36 ;1.333,33;3.451,76
29;Bahia;2021;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;11;Toneladas;34,00 ;1,116013764;37,94 ;3.090,91;3.449,50
51;Mato Grosso;2003;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;331;Toneladas;375,00 ;3,03864389;1.139,49 ;1.132,93;3.442,57
27;Alagoas;2019;Floresta Natural;PFNM;1.10 - Outros Alimentícios;1 - Alimentícios;Alimentícios; Não especificado; Não especificada;323;Toneladas;866,00 ;1,283518088;1.111,53 ;2.681,11;3.441,26
29;Bahia;2017;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;10;Toneladas;25,00 ;1,376028681;34,40 ;2.500,00;3.440,07
41;Paraná;2017;Floresta Natural;PFNM;3.2 - Hevea (látex coagulado);3 - Borrachas;Borrachas;Exudatos;Hevea;10;Toneladas;25,00 ;1,376028681;34,40 ;2.500,00;3.440,07
17;Tocantins;2017;Floresta Natural;PFNM;1.3 - Castanha-do-pará;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-do-pará;2;Toneladas;5,00 ;1,376028681;6,88 ;2.500,00;3.440,07
52;Goiás;2017;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;8;Toneladas;20,00 ;1,376028681;27,52 ;2.500,00;3.440,07
26;Pernambuco;1999;Floresta Natural;PFNM;1.2 - Castanha-de-caju;1 - Alimentícios;Alimentícios;Fruto/semente;Castanha-de-caju;1306;Toneladas;1.046,00 ;4,293959328;4.491,48 ;800,92;3.439,11
42;Santa Catarina;2021;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;535;Toneladas;1.647,00;1,116013764;1.838,07 ;3.078,50;3.435,65
43;Rio Grande do Sul;2020;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;51238;Toneladas;142.520,00;1,235121696;176.029,54 ;2.781,53;3.435,53
52;Goiás;2023;Floresta Natural;PFNM;2.4 - Outros Aromáticos, medicinais, tóxicos e corantes;2 - Aromáticos, medicinais, tóxicos e corantes;Aromáticos, medicinais, tóxicos e corantes; Não especificado; Não especificada;23;Toneladas;79,00 ;1;79,00 ;3.434,78;3.434,78
15;Pará;2012;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;49;Toneladas;89,00 ;1,890495089;168,25 ;1.816,33;3.433,76
41;Paraná;2023;Floresta Natural;PFNM;2.4 - Outros Aromáticos, medicinais, tóxicos e corantes;2 - Aromáticos, medicinais, tóxicos e corantes;Aromáticos, medicinais, tóxicos e corantes; Não especificado; Não especificada;90;Toneladas;309,00 ;1;309,00 ;3.433,33;3.433,33
23;Ceará;2015;Floresta Natural;PFNM;1.10 - Outros Alimentícios;1 - Alimentícios;Alimentícios; Não especificado; Não especificada;306;Toneladas;689,00 ;1,524470319;1.050,36 ;2.251,63;3.432,55
31;Minas Gerais;1998;Floresta Natural;PFNM;3.2 - Hevea (látex coagulado);3 - Borrachas;Borrachas;Exudatos;Hevea;156;Toneladas;116,00 ;4,615840291;535,44 ;743,59;3.432,29
15;Pará;2001;Floresta Natural;PFNM;3.2 - Hevea (látex coagulado);3 - Borrachas;Borrachas;Exudatos;Hevea;58;Toneladas;53,00 ;3,756061826;199,07 ;913,79;3.432,26
29;Bahia;2009;Floresta Natural;PFNM;5.3 - Piaçava;5 - Fibras;Fibras;Folha;Piaçava;70542;Toneladas;107.783,00 ;2,243257776;241.785,05 ;1.527,93;3.427,53
25;Paraíba;2014;Floresta Natural;PFNM;1.5 - Mangaba (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Mangaba;93;Toneladas;190,00 ;1,675833333;318,41 ;2.043,01;3.423,75
11;Rondônia;2012;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;58;Toneladas;105,00 ;1,890495089;198,50 ;1.810,34;3.422,45
15;Pará;2018;Floresta Natural;PFNM;1.7 - Pequi (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Pequi;5;Toneladas;13,00 ;1,316055638;17,11 ;2.600,00;3.421,74
15;Pará;2003;Floresta Natural;PFNM;3.2 - Hevea (látex coagulado);3 - Borrachas;Borrachas;Exudatos;Hevea;231;Toneladas;260,00 ;3,03864389;790,05 ;1.125,54;3.420,12
11;Rondônia;1996;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;167;Toneladas;115,00 ;4,966056206;571,10 ;688,62;3.419,74
23;Ceará;1994;Floresta Natural;PFNM;8.8 - Outros Oleaginosos;8 - Oleaginosos;Oleaginosos; Não especificado; Não especificada;91;Toneladas;45,00 ;6,909799807;310,94 ;494,51;3.416,93
41;Paraná;2010;Floresta Plantada;PFNM;2.3 - Resina;2 - Outros produtos; Não especificado;Exudatos; Não especificada;3658;Toneladas;5.861,00;2,132474426;12.498,43 ;1.602,24;3.416,74
15;Pará;2014;Floresta Natural;PFNM;8.1 - Babaçu (amêndoa);8 - Oleaginosos;Oleaginosos;Fruto/semente;Babaçu;26;Toneladas;53,00 ;1,675833333;88,82 ;2.038,46;3.416,12
31;Minas Gerais;2004;Floresta Natural;PFNM;1.5 - Mangaba (fruto);1 - Alimentícios;Alimentícios;Fruto/semente;Mangaba;5;Toneladas;6,00 ;2,843461732;17,06 ;1.200,00;3.412,15
