UF;Ano;Especie;Grupo;Uso;Quantidade;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Corrigido_IPCA
Maranhão;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;18640;1109.4651179999998;59.51649
São Paulo;2023;Pinus;1.2 - Lenha;Madeira para combustível;11570;688.143;59.474466
Bahia;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;105041;6244.146546;59.442947999999994
Alagoas;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;33470;1987.640646;59.390418
Bahia;2019;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;17200;1020.783972;59.348394
Paraná;2017;Pinus;1.2 - Lenha;Madeira para combustível;1677026;99492.92313;59.327382
São Paulo;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;5691018;337143.40234800003;59.243334
Bahia;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;1147142;67915.08095399999;59.20131
Paraná;2015;Pinus;1.2 - Lenha;Madeira para combustível;1895715;112127.007984;59.148779999999995
Paraná;2023;Pinus;1.2 - Lenha;Madeira para combustível;1424567;84257.0694;59.148779999999995
Piauí;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;113492;6703.500384;59.064732
Paraná;2014;Eucalipto;2 - Outros produtos; Não especificado;328;19.362558;59.04372
Santa Catarina;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;6231289;366668.59275;58.844106
Santa Catarina;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;179407;10554.705816;58.8336
Bahia;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;161520;9497.234892;58.802082
São Paulo;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;14354314;842233.010148;58.67601
Piauí;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;175823;10306.259928;58.612974
Piauí;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;3111;181.669752;58.392348
Piauí;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;60840;3550.5027;58.36082999999999
Rio Grande do Sul;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;9396787;547984.481658;58.318805999999995
Paraná;2013;Eucalipto;2 - Outros produtos; Não especificado;322;18.763716;58.276782
Bahia;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;262741;15293.468633999999;58.203239999999994
Bahia;2018;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;17250;1002.419484;58.108686
Paraíba;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2100;121.86959999999999;58.035144
Rio Grande do Sul;2015;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4837676;280380.787092;57.961602
Santa Catarina;2016;Pinus;1.2 - Lenha;Madeira para combustível;880707;50974.46062799999;57.877554
Bahia;2017;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;10000;578.2607459999999;57.825024
Mato Grosso do Sul;2017;Pinus;1.2 - Lenha;Madeira para combustível;16500;954.1339079999999;57.825024
Bahia;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;301521;17432.427198;57.814518
Santa Catarina;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;185930;10730.387148;57.709458
Rio de Janeiro;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;450854;26016.5331;57.709458
Paraná;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;11141670;641592.941658;57.583386000000004
Pará;2017;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;526000;30276.369401999997;57.562374
Sergipe;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;92548;5318.567946;57.46782
Minas Gerais;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;5015546;287005.0092;57.226181999999994
São Paulo;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;6164880;352413.14843400003;57.163146
São Paulo;2022;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;219485;12533.101181999999;57.10011
São Paulo;2021;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;266384;15157.878198;56.900496
Tocantins;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;133000;7548.939216;56.763918
Mato Grosso do Sul;2021;Pinus;1.2 - Lenha;Madeira para combustível;7209;408.021522;56.595822
Rio Grande do Sul;2014;Pinus;1.2 - Lenha;Madeira para combustível;251084;14188.920324;56.511773999999996
Rio de Janeiro;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;482035;27151.7064;56.322666
Mato Grosso do Sul;2013;Pinus;1.2 - Lenha;Madeira para combustível;30000;1688.94456;56.301654
Rio Grande do Sul;2013;Pinus;1.2 - Lenha;Madeira para combustível;450635;25354.844208;56.259629999999994
Rio Grande do Sul;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;9429757;530011.856952;56.2071
Bahia;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;355921;19961.315951999997;56.081028
Minas Gerais;2019;Pinus;1.2 - Lenha;Madeira para combustível;53324;2986.8452939999997;56.017992
São Paulo;2020;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;402005;22500.710705999998;55.975968
Minas Gerais;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;5808664;324612.003138;55.881414
Tocantins;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;129051;7210.772088;55.870908
Rio de Janeiro;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;531037;29620.374762;55.776354000000005
São Paulo;2016;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;495883;27642.28407;55.744836
Paraná;2021;Pinus;1.2 - Lenha;Madeira para combustível;928675;51529.503114;55.482186
Rio Grande do Sul;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;5586054;309369.992892;55.387631999999996
Rio de Janeiro;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;458305;25372.441758;55.366620000000005
Mato Grosso do Sul;2018;Pinus;1.2 - Lenha;Madeira para combustível;10800;597.3081239999999;55.303584
Minas Gerais;2021;Eucalipto;2 - Outros produtos; Não especificado;72500;4001.6828699999996;55.198524
Pernambuco;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;40;2.20626;55.06194599999999
São Paulo;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;13965687;767888.16264;54.988404
Paraná;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;11217783;614942.875746;54.820308
Paraná;2018;Pinus;1.2 - Lenha;Madeira para combustível;1392245;75962.68746;54.557657999999996
Paraná;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;12301906;670922.394774;54.536646
Mato Grosso do Sul;2020;Pinus;1.2 - Lenha;Madeira para combustível;8900;485.314164;54.52614
Paraná;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;11074269;599132.0391419999;54.1059
Rio Grande do Sul;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4740002;256418.849376;54.095394
Santa Catarina;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;7010218;378215.348628;53.94831
Minas Gerais;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;6282172;338642.188308;53.906286
São Paulo;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;5096855;273169.6578;53.591105999999996
Paraná;2022;Pinus;1.2 - Lenha;Madeira para combustível;1337861;71487.46765199999;53.433516
Maranhão;2015;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1800;96.098382;53.391492
Paraná;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;12270868;655005.878316;53.380986
Rio Grande do Sul;2015;Pinus;1.2 - Lenha;Madeira para combustível;217773;11624.479266;53.380986
Paraná;2016;Pinus;1.2 - Lenha;Madeira para combustível;1889218;100822.03718999999;53.37047999999999
Minas Gerais;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;5397164;287926.585014;53.349468
Minas Gerais;2015;Pinus;1.2 - Lenha;Madeira para combustível;20480;1092.2983140000001;53.338962
Santa Catarina;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;6519681;347682.695862;53.328455999999996
Rio de Janeiro;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;379782;20245.282626;53.307444000000004
Minas Gerais;2023;Pinus;1.2 - Lenha;Madeira para combustível;15800;841.5305999999999;53.26542
São Paulo;2020;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;636125;33873.045972;53.244408
Rio de Janeiro;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;340099;18086.6043;53.181371999999996
São Paulo;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;3972773;211192.66259999998;53.16036
Minas Gerais;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;5781617;305457.894684;52.834674
Bahia;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;269398;14224.493639999999;52.803155999999994
Bahia;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;1218394;64198.194731999996;52.68759
Tocantins;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;412651;21741.1164;52.68759
Mato Grosso do Sul;2019;Pinus;1.2 - Lenha;Madeira para combustível;11000;578.4918779999999;52.593036
Rondônia;2023;Pinus;1.2 - Lenha;Madeira para combustível;2181;114.5154;52.508987999999995
Santa Catarina;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;6698313;351117.12827399996;52.414434
São Paulo;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;4463818;233637.376326;52.340892
São Paulo;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;14277050;746745.909252;52.298868
Rio Grande do Sul;2018;Pinus;1.2 - Lenha;Madeira para combustível;285997;14907.709325999998;52.120266
Espírito Santo;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;3114221;161811.300294;51.962676
Espírito Santo;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2975413;154573.842966;51.95217
Santa Catarina;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;6531407;334881.50257199997;51.269279999999995
Rio Grande do Sul;2016;Pinus;1.2 - Lenha;Madeira para combustível;222327;11384.732345999999;51.206244
São Paulo;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;13103651;668971.693224;51.048654
Minas Gerais;2020;Pinus;1.2 - Lenha;Madeira para combustível;64450;3284.2701540000003;50.9541
Minas Gerais;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;6513804;330974.14257;50.807016
Minas Gerais;2022;Eucalipto;2 - Outros produtos; Não especificado;78321;3978.748272;50.79651
Minas Gerais;2017;Pinus;1.2 - Lenha;Madeira para combustível;38363;1941.519306;50.607402
Maranhão;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;43885;2215.000992;50.470824
Rio Grande do Sul;2017;Pinus;1.2 - Lenha;Madeira para combustível;240872;12136.279056;50.386776
São Paulo;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;14127211;711436.094238;50.355258
Maranhão;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;27000;1349.6007599999998;49.987548
Minas Gerais;2013;Pinus;1.2 - Lenha;Madeira para combustível;102817;5134.397765999999;49.935018
Maranhão;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;11428;568.679274;49.766921999999994
Minas Gerais;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;6134613;304847.27545799996;49.69338
Minas Gerais;2016;Pinus;1.2 - Lenha;Madeira para combustível;30173;1489.162464;49.357187999999994
Maranhão;2016;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;10400;512.22003;49.252128
Tocantins;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;27600;1346.007708;48.768852
Minas Gerais;2018;Pinus;1.2 - Lenha;Madeira para combustível;25400;1231.9440659999998;48.506202
São Paulo;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;5041679;244464.618288;48.485189999999996
Mato Grosso do Sul;2015;Pinus;1.2 - Lenha;Madeira para combustível;20000;960.9628079999999;48.043938
Rio Grande do Sul;2017;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;207579;9902.74548;47.70774599999999
Espírito Santo;2016;Pinus;1.2 - Lenha;Madeira para combustível;719;34.1445;47.497626
Espírito Santo;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;277390;13127.782806;47.32953
São Paulo;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;4714660;222701.544348;47.234976
Minas Gerais;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;7562187;354999.557538;46.940808
Tocantins;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;40;1.880574;46.919796
Santa Catarina;2023;Pinus;1.2 - Lenha;Madeira para combustível;1661706;77631.9858;46.720182
Rio de Janeiro;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;43489;2018.559804;46.415507999999996
Paraná;1996;Eucalipto;2 - Outros produtos; Não especificado;451;20.864915999999997;46.268423999999996
Espírito Santo;2017;Pinus;1.2 - Lenha;Madeira para combustível;1066;49.147068;46.110834
Goiás;2015;Pinus;1.2 - Lenha;Madeira para combustível;17464;804.003168;46.037292
Rio Grande do Sul;2016;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;166401;7650.700332;45.974256
Santa Catarina;2021;Pinus;1.2 - Lenha;Madeira para combustível;1443632;66010.847442;45.722112
Santa Catarina;2022;Pinus;1.2 - Lenha;Madeira para combustível;1578113;72104.159346;45.690594000000004
Espírito Santo;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;123157;5618.6088;45.617052
Rio Grande do Sul;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;8682284;395558.46432;45.554016
Minas Gerais;2021;Pinus;1.2 - Lenha;Madeira para combustível;39700;1797.4190099999998;45.270354000000005
Goiás;2014;Pinus;1.2 - Lenha;Madeira para combustível;29728;1343.360196;45.186305999999995
Rio de Janeiro;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;120850;5458.791528;45.165294
Bahia;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;280140;12604.668054;44.997198
Santa Catarina;2017;Pinus;1.2 - Lenha;Madeira para combustível;2008538;89925.571194;44.776571999999994
Mato Grosso do Sul;2016;Pinus;1.2 - Lenha;Madeira para combustível;10000;445.412376;44.54544
Espírito Santo;2023;Pinus;1.2 - Lenha;Madeira para combustível;877;38.8722;44.324813999999996
Santa Catarina;2018;Pinus;1.2 - Lenha;Madeira para combustível;1707603;75214.670766;44.051657999999996
Tocantins;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;142732;6233.94522;43.673442
Santa Catarina;2019;Pinus;1.2 - Lenha;Madeira para combustível;1788930;77662.095996;43.410792
São Paulo;2022;Pinus;1.2 - Lenha;Madeira para combustível;10200;434.990424;42.643854000000005
Tocantins;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;63967;2722.409274;42.559805999999995
Santa Catarina;2020;Pinus;1.2 - Lenha;Madeira para combustível;1748186;74284.78470599999;42.496770000000005
Rio Grande do Sul;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7010573;296893.2564;42.349686
Bahia;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;565344;23799.861654;42.097542
Pernambuco;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;50;2.1012;42.024
Bahia;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;361480;15188.05143;42.013494
Rio Grande do Sul;2001;Eucalipto;2 - Outros produtos; Não especificado;17116;718.19016;41.960964
Ceará;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;265;11.010288000000001;41.55123
Maranhão;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;34534;1425.328008;41.278074
Rio Grande do Sul;2014;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;134415;5533.657284;41.173013999999995
Ceará;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;260;10.548023999999998;40.584678000000004
Tocantins;2017;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;120000;4857.4070759999995;40.479618
Rio Grande do Sul;2013;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;292075;11798.227493999999;40.39557
Alagoas;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;884;35.657363999999994;40.332534
Ceará;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;320;12.901368;40.301016
Ceará;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;368;14.7084;39.964824
Ceará;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;291;11.5566;39.71268
Ceará;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;335;13.216548;39.45003
Espírito Santo;2022;Pinus;1.2 - Lenha;Madeira para combustível;1428;56.165076;39.334464
Paraná;2003;Eucalipto;2 - Outros produtos; Não especificado;1160;44.692524;38.525502
Tocantins;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;136730;5240.23521;38.325888
Ceará;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;310;11.682671999999998;37.674516
Rio Grande do Sul;2015;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;129317;4734.350297999999;36.61341
Paraná;1995;Eucalipto;2 - Outros produtos; Não especificado;160;5.841335999999999;36.529362
Ceará;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;2219;80.454948;36.256206
São Paulo;2021;Pinus;1.2 - Lenha;Madeira para combustível;13200;474.860694;35.972544
Ceará;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;300;10.789662;35.96203799999999
São Paulo;2019;Pinus;1.2 - Lenha;Madeira para combustível;11360;400.48872;35.258136
São Paulo;2020;Pinus;1.2 - Lenha;Madeira para combustível;5900;207.619572;35.184594000000004
Mato Grosso do Sul;2005;Eucalipto;2 - Outros produtos; Não especificado;80;2.8051019999999998;35.111052
Ceará;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;500;17.534514;35.058521999999996
Ceará;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;240;8.29974;34.56474
Espírito Santo;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;157711;5412.186912;34.312596
Espírito Santo;2021;Pinus;1.2 - Lenha;Madeira para combustível;458;15.244206;33.283008
Tocantins;2016;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1926;59.390418;30.83511
São Paulo;2017;Pinus;1.2 - Lenha;Madeira para combustível;18400;566.69364;30.803592
São Paulo;2016;Pinus;1.2 - Lenha;Madeira para combustível;32608;990.29556;30.372846
São Paulo;2018;Pinus;1.2 - Lenha;Madeira para combustível;15922;475.627632;29.868558
Espírito Santo;2019;Pinus;1.2 - Lenha;Madeira para combustível;955;28.31367;29.647931999999997
Espírito Santo;2020;Pinus;1.2 - Lenha;Madeira para combustível;2167;63.582312;29.343258
Espírito Santo;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;133972;3921.332982;29.269716
Espírito Santo;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;156337;4529.987586;28.975547999999996
Espírito Santo;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;125231;3395.0979479999996;27.10548
Espírito Santo;2018;Pinus;1.2 - Lenha;Madeira para combustível;157;4.14987;26.42259
São Paulo;2015;Pinus;1.2 - Lenha;Madeira para combustível;251720;6545.773806;26.00235
Paraná;2002;Eucalipto;2 - Outros produtos; Não especificado;1280;32.747202;25.58211
Espírito Santo;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;250513;6349.122498;25.340472000000002
Espírito Santo;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;229041;5785.517621999999;25.256424
Pará;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;11000;257.943312;23.449392
Maranhão;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;30899;696.222114;22.53537
Ceará;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;200;4.14987;20.738843999999997
Pará;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;10000;187.206414;18.721692
Bahia;2016;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;30000;445.412376;14.844978000000001
Goiás;1996;Eucalipto;2 - Outros produtos; Não especificado;1060;10.432457999999999;9.844121999999999
Pará;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;20906;144.56256;6.912948
Ceará;2016;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;3;0.0;0.0
Ceará;2017;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5;0.0;0.0
Rio de Janeiro;2016;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5;0.0;0.0
Mato Grosso do Sul;2004;Eucalipto;2 - Outros produtos; Não especificado;190;0.0;0.0
