Cod_UF;UF;Ano;Tipo_Floresta;Tipo_Produto;Produto_Florestal_Codigo;Grupo;Uso;Parte_Planta;Especie;Quantidade;Unidade_Medida_PEVS;Valor_Producao_Nominal_Mil_R$;Fator_Correcao_IPCA;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Nominal;Preco_Medio_Corrigido_IPCA
43;Rio Grande do Sul;2014;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;2;Toneladas;76,00;1.76;133.8;38.000,00;66903.96
17;Tocantins;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;140;Toneladas;5.600,00;1.38;7742.82;40.000,00;55305.92
42;Santa Catarina;2017;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;63;Toneladas;889,00;1.44;1285.18;14.111,11;20399.8
28;Sergipe;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3;Toneladas;17,00;1.05;17.86;5.666,67;5953.4
51;Mato Grosso;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;6;Toneladas;20,00;1.48;29.68;3.333,33;4949.02
28;Sergipe;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3;Toneladas;11,00;1.1;12.11;3.666,67;4037.84
27;Alagoas;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;30;Toneladas;96,00;1.17;112.56;3.200,00;3751.94
51;Mato Grosso;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;520;Toneladas;1.820,00;1.05;1912.09;3.500,00;3677.1
28;Sergipe;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3;Toneladas;9,00;1.17;10.54;3.000,00;3517.45
33;Rio de Janeiro;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;165;Toneladas;389,00;1.48;577.54;2.357,58;3500.31
17;Tocantins;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1;Toneladas;2,00;1.6;3.2;2.000,00;3203.21
43;Rio Grande do Sul;2015;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.6;3.2;2.000,00;3203.21
33;Rio de Janeiro;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;289;Toneladas;609,00;1.44;880.4;2.107,27;3046.38
35;São Paulo;2016;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.48;2.97;2.000,00;2969.41
43;Rio Grande do Sul;2016;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.48;2.97;2.000,00;2969.41
33;Rio de Janeiro;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;439;Toneladas;1.109,00;1.17;1300.28;2.526,20;2961.92
33;Rio de Janeiro;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;259;Toneladas;564,00;1.34;760.52;2.177,61;2936.42
43;Rio Grande do Sul;2017;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.44;2.88;2.000,00;2891.31
42;Santa Catarina;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;12593;Toneladas;34.590,00;1.05;36340.25;2.746,76;2885.74
33;Rio de Janeiro;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;231;Toneladas;482,00;1.38;666.43;2.086,58;2885.01
17;Tocantins;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;415;Toneladas;623,00;1.87;1169.12;1.501,20;2817.17
23;Ceará;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;18;Toneladas;46,00;1.1;50.65;2.555,56;2814.25
33;Rio de Janeiro;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;304;Toneladas;651,00;1.29;844.74;2.141,45;2778.78
27;Alagoas;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1;Toneladas;2,00;1.38;2.76;2.000,00;2765.29
43;Rio Grande do Sul;2018;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.38;2.76;2.000,00;2765.29
51;Mato Grosso;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1;Toneladas;2,00;1.38;2.76;2.000,00;2765.29
43;Rio Grande do Sul;2019;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.34;2.7;2.000,00;2696.93
23;Ceará;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;18;Toneladas;41,00;1.17;48.07;2.277,78;2670.65
17;Tocantins;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;300;Toneladas;450,00;1.76;792.28;1.500,00;2640.94
33;Rio de Janeiro;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;165;Toneladas;268,00;1.6;429.23;1.624,24;2601.4
43;Rio Grande do Sul;2020;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.29;2.59;2.000,00;2595.23
23;Ceará;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;18;Toneladas;44,00;1.05;46.22;2.444,44;2568.12
42;Santa Catarina;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;12942;Toneladas;29.571,00;1.1;32564.48;2.284,89;2516.18
52;Goiás;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1276;Toneladas;1.996,00;1.6;3196.8;1.564,26;2505.33
35;São Paulo;2014;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;600;Toneladas;825,00;1.76;1452.51;1.375,00;2420.86
17;Tocantins;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;98;Toneladas;213,00;1.1;234.55;2.173,47;2393.48
43;Rio Grande do Sul;2021;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.17;2.34;2.000,00;2344.97
42;Santa Catarina;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;13375;Toneladas;26.032,00;1.17;30522.1;1.946,32;2282.02
27;Alagoas;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2;Toneladas;3,00;1.48;4.45;1.500,00;2227.06
52;Goiás;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2573;Toneladas;3.041,00;1.87;5706.76;1.181,89;2217.94
43;Rio Grande do Sul;2022;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.1;2.2;2.000,00;2202.45
27;Alagoas;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2;Toneladas;3,00;1.44;4.33;1.500,00;2168.48
41;Paraná;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;17904;Toneladas;20.531,00;1.87;38528.63;1.146,73;2151.95
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;2,00;1.05;2.1;2.000,00;2101.19
42;Santa Catarina;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;12056;Toneladas;19.520,00;1.29;25329.52;1.619,11;2100.98
52;Goiás;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3415;Toneladas;6.331,00;1.1;6971.88;1.853,88;2041.54
52;Goiás;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3192;Toneladas;3.701,00;1.76;6516.09;1.159,46;2041.37
33;Rio de Janeiro;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;565;Toneladas;652,00;1.76;1147.92;1.153,98;2031.73
52;Goiás;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1190;Toneladas;1.585,00;1.48;2353.25;1.331,93;1977.53
41;Paraná;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;21861;Toneladas;24.359,00;1.76;42887.19;1.114,27;1961.81
35;São Paulo;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;67420;Toneladas;70.313,00;1.87;131949.89;1.042,91;1957.13
35;São Paulo;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;65836;Toneladas;72.023,00;1.76;126805.88;1.093,98;1926.08
42;Santa Catarina;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;11924;Toneladas;16.994,00;1.34;22915.8;1.425,19;1921.82
15;Pará;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;141;Toneladas;169,00;1.6;270.67;1.198,58;1919.65
52;Goiás;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3462;Toneladas;6.318,00;1.05;6637.69;1.824,96;1917.3
42;Santa Catarina;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;8395;Toneladas;9.004,00;1.76;15852.71;1.072,54;1888.34
43;Rio Grande do Sul;2013;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1;Toneladas;1,00;1.87;1.88;1.000,00;1876.6
42;Santa Catarina;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;11879;Toneladas;16.063,00;1.38;22209.47;1.352,22;1869.63
35;São Paulo;2013;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;11818;Toneladas;11.572,00;1.87;21716.1;979,18;1837.54
17;Tocantins;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;125;Toneladas;218,00;1.05;229.03;1.744,00;1832.24
42;Santa Catarina;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;10495;Toneladas;13.208,00;1.44;19094.22;1.258,50;1819.36
35;São Paulo;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;63692;Toneladas;72.142,00;1.6;115543.24;1.132,67;1814.09
33;Rio de Janeiro;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;647;Toneladas;625,00;1.87;1172.87;966,00;1812.79
42;Santa Catarina;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;9312;Toneladas;11.237,00;1.48;16683.65;1.206,72;1791.63
35;São Paulo;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;71433;Toneladas;121.352,00;1.05;127492.41;1.698,82;1784.78
15;Pará;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;155;Toneladas;186,00;1.48;276.16;1.200,00;1781.64
42;Santa Catarina;2014;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;4269;Toneladas;4.269,00;1.76;7516.12;1.000,00;1760.62
52;Goiás;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1233;Toneladas;1.497,00;1.44;2164.14;1.214,11;1755.18
28;Sergipe;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3;Toneladas;4,00;1.29;5.18;1.333,33;1730.15
52;Goiás;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2683;Toneladas;3.353,00;1.38;4636.01;1.249,72;1727.92
17;Tocantins;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1295;Toneladas;1.906,00;1.17;2234.75;1.471,81;1725.68
42;Santa Catarina;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;8302;Toneladas;8.864,00;1.6;14196.65;1.067,69;1710.03
15;Pará;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;19140;Toneladas;30.726,00;1.05;32280.73;1.605,33;1686.55
27;Alagoas;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;20;Toneladas;32,00;1.05;33.61;1.600,00;1680.96
33;Rio de Janeiro;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1194;Toneladas;1.819,00;1.1;2003.13;1.523,45;1677.67
15;Pará;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;43090;Toneladas;64.771,00;1.1;71327.78;1.503,16;1655.32
41;Paraná;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;27989;Toneladas;28.742,00;1.6;46033.43;1.026,90;1644.69
52;Goiás;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2554;Toneladas;3.101,00;1.34;4181.58;1.214,17;1637.26
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;34483;Toneladas;53.530,00;1.05;56238.61;1.552,36;1630.9
35;São Paulo;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;117915;Toneladas;128.326,00;1.48;190526.58;1.088,29;1615.79
35;São Paulo;2015;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;135;Toneladas;135,00;1.6;216.21;1.000,00;1601.6
42;Santa Catarina;2015;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;72;Toneladas;72,00;1.6;115.31;1.000,00;1601.6
43;Rio Grande do Sul;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;34453;Toneladas;50.092,00;1.1;55162.83;1.453,92;1601.1
35;São Paulo;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;112102;Toneladas;124.109,00;1.44;179418.88;1.107,11;1600.49
33;Rio de Janeiro;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1180;Toneladas;1.779,00;1.05;1869.01;1.507,63;1583.91
52;Goiás;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;4268;Toneladas;5.669,00;1.17;6646.81;1.328,26;1557.35
35;São Paulo;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;119466;Toneladas;137.440,00;1.34;185332.91;1.150,45;1551.34
35;São Paulo;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;114104;Toneladas;127.096,00;1.38;175729.03;1.113,86;1540.07
52;Goiás;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3036;Toneladas;3.591,00;1.29;4659.74;1.182,81;1534.83
35;São Paulo;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;91176;Toneladas;126.980,00;1.1;139834.22;1.392,69;1533.67
35;São Paulo;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;93142;Toneladas;121.285,00;1.17;142204.72;1.302,15;1526.75
15;Pará;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;37749;Toneladas;48.774,00;1.17;57186.74;1.292,06;1514.92
42;Santa Catarina;2016;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;68;Toneladas;68,00;1.48;100.96;1.000,00;1484.7
35;São Paulo;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;119068;Toneladas;135.150,00;1.29;175373.19;1.135,07;1472.87
42;Santa Catarina;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;8207;Toneladas;6.398,00;1.87;12006.52;779,58;1462.96
43;Rio Grande do Sul;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;17721;Toneladas;15.856,00;1.6;25395.1;894,76;1433.04
43;Rio Grande do Sul;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;15390;Toneladas;12.255,00;1.76;21576.52;796,30;1401.98
27;Alagoas;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;87;Toneladas;110,00;1.1;121.13;1.264,37;1392.36
32;Espírito Santo;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;22196;Toneladas;27.958,00;1.1;30788.2;1.259,60;1387.1
15;Pará;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;37032;Toneladas;38.064,00;1.34;51327.93;1.027,87;1386.04
42;Santa Catarina;2018;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;30;Toneladas;30,00;1.38;41.47;1.000,00;1382.65
42;Santa Catarina;2019;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;24;Toneladas;24,00;1.34;32.35;1.000,00;1348.46
43;Rio Grande do Sul;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;12314;Toneladas;11.140,00;1.48;16539.63;904,66;1343.16
41;Paraná;2013;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;710;Toneladas;498,00;1.87;934.55;701,41;1316.26
41;Paraná;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;58383;Toneladas;56.490,00;1.34;76174.74;967,58;1304.74
32;Espírito Santo;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;17335;Toneladas;21.437,00;1.05;22521.71;1.236,63;1299.2
15;Pará;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;39675;Toneladas;37.117,00;1.38;51319.75;935,53;1293.49
41;Paraná;2015;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;950;Toneladas;766,00;1.6;1226.82;806,32;1291.39
42;Santa Catarina;2013;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;4310;Toneladas;2.931,00;1.87;5500.33;680,05;1276.18
41;Paraná;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;58882;Toneladas;54.130,00;1.38;74842.73;919,30;1271.05
15;Pará;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;26101;Toneladas;22.841,00;1.44;33020.22;875,10;1265.09
43;Rio Grande do Sul;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;16162;Toneladas;10.879,00;1.87;20415.61;673,12;1263.18
22;Piauí;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;27109;Toneladas;32.531,00;1.05;34177.06;1.200,01;1260.73
