Cod_UF;UF;Ano;Tipo_Floresta;Tipo_Produto;Produto_Florestal_Codigo;Grupo;Uso;Parte_Planta;Especie;Quantidade;Unidade_Medida_PEVS;Valor_Producao_Nominal_Mil_R$;Fator_Correcao_IPCA;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Nominal;Preco_Medio_Corrigido_IPCA
53;Distrito Federal;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;100742;Metros cúbicos;10.578,00;1.05;11113.24;105,00;110.31
25;Paraíba;2018;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1432;Metros cúbicos;114,00;1.38;157.62;79,61;110.07
53;Distrito Federal;2022;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;4213;Metros cúbicos;421,00;1.1;463.61;99,93;110.03
43;Rio Grande do Sul;2015;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;2161485;Metros cúbicos;147.887,00;1.6;236857.07;68,42;109.57
42;Santa Catarina;2018;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;8274914;Metros cúbicos;654.849,00;1.38;905425.69;79,14;109.41
42;Santa Catarina;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2609256;Metros cúbicos;206.419,00;1.38;285404.82;79,11;109.37
11;Rondônia;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;317;Metros cúbicos;33,00;1.05;34.66;104,10;109.36
52;Goiás;2014;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;4328050;Metros cúbicos;267.664,00;1.76;471257.39;61,84;108.88
25;Paraíba;2015;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;54700;Metros cúbicos;3.711,00;1.6;5943.56;67,84;108.65
35;São Paulo;2007;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;13201;Toneladas;549,00;2.61;1434.15;41,59;108.64
35;São Paulo;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;17300614;Metros cúbicos;999.859,00;1.87;1876342.86;57,79;108.45
51;Mato Grosso;2014;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1597935;Metros cúbicos;98.148,00;1.76;172802.36;61,42;108.13
35;São Paulo;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;1183660;Metros cúbicos;68.055,00;1.87;127712.52;57,50;107.89
15;Pará;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;308040;Metros cúbicos;17.688,00;1.87;33193.43;57,42;107.76
33;Rio de Janeiro;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;232962;Metros cúbicos;23.890,00;1.05;25098.83;102,55;107.73
31;Minas Gerais;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5174202;Metros cúbicos;475.394,00;1.17;557391.89;91,88;107.72
25;Paraíba;2019;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1429;Metros cúbicos;114,00;1.34;153.72;79,78;107.57
50;Mato Grosso do Sul;2009;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;6006;Toneladas;274,00;2.35;645.75;45,62;107.51
31;Minas Gerais;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5486519;Metros cúbicos;407.645,00;1.44;589314.32;74,30;107.41
42;Santa Catarina;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2280658;Metros cúbicos;188.122,00;1.29;244110.65;82,49;107.03
23;Ceará;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;33;Metros cúbicos;2,00;1.76;3.51;60,61;106.7
31;Minas Gerais;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5321070;Metros cúbicos;515.511,00;1.1;567696.36;96,88;106.68
29;Bahia;2019;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;10622456;Metros cúbicos;840.025,00;1.34;1132743.55;79,08;106.63
15;Pará;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;834563;Metros cúbicos;50.207,00;1.76;88395.97;60,16;105.92
31;Minas Gerais;2014;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;16420;Toneladas;985,00;1.76;1734.22;59,99;105.61
53;Distrito Federal;2021;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;18000;Metros cúbicos;1.620,00;1.17;1899.42;90,00;105.52
50;Mato Grosso do Sul;2002;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;276;Toneladas;8,00;3.63;29.11;28,99;105.46
35;São Paulo;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4674399;Metros cúbicos;469.105,00;1.05;492841.71;100,36;105.43
51;Mato Grosso;2013;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1315428;Metros cúbicos;73.359,00;1.87;137666.04;55,77;104.65
29;Bahia;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;23504;Metros cúbicos;2.097,00;1.17;2458.69;89,22;104.6
41;Paraná;2007;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;2650;Toneladas;106,00;2.61;276.9;40,00;104.49
42;Santa Catarina;2013;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;1299588;Metros cúbicos;72.338,00;1.87;135750.03;55,66;104.46
41;Paraná;2022;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6386835;Metros cúbicos;605.449,00;1.1;666738.82;94,80;104.38
32;Espírito Santo;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1529891;Metros cúbicos;115.346,00;1.38;159482.91;75,39;104.24
53;Distrito Federal;2020;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;15000;Metros cúbicos;1.200,00;1.29;1557.14;80,00;103.8
41;Paraná;2017;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;9673836;Metros cúbicos;692.595,00;1.44;1001253.92;71,59;103.5
41;Paraná;2009;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;2460;Toneladas;108,00;2.35;254.52;43,90;103.46
31;Minas Gerais;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6025166;Metros cúbicos;479.272,00;1.29;621912.38;79,55;103.22
50;Mato Grosso do Sul;2000;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;288;Toneladas;7,00;4.22;29.6;24,31;102.81
41;Paraná;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2852270;Metros cúbicos;182.944,00;1.6;293004.67;64,14;102.72
35;São Paulo;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;11734029;Metros cúbicos;640.454,00;1.87;1201880.75;54,58;102.42
52;Goiás;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3165632;Metros cúbicos;308.548,00;1.05;324160.52;97,47;102.4
42;Santa Catarina;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2514219;Metros cúbicos;177.848,00;1.44;257106.98;70,74;102.26
50;Mato Grosso do Sul;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1261540;Metros cúbicos;122.631,00;1.05;128836.12;97,21;102.12
35;São Paulo;2005;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;13093;Toneladas;476,00;2.8;1336.89;36,36;102.1
41;Paraná;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5333683;Metros cúbicos;518.021,00;1.05;544232.86;97,12;102.03
32;Espírito Santo;2021;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4618091;Metros cúbicos;401.690,00;1.17;470975.12;86,98;101.98
31;Minas Gerais;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5538482;Metros cúbicos;418.704,00;1.34;564607.31;75,60;101.93
32;Espírito Santo;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1798719;Metros cúbicos;156.244,00;1.17;183193.59;86,86;101.84
35;São Paulo;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;16107261;Metros cúbicos;930.917,00;1.76;1639000.86;57,79;101.75
25;Paraíba;2016;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;74500;Metros cúbicos;5.105,00;1.48;7579.42;68,52;101.74
50;Mato Grosso do Sul;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;18713239;Metros cúbicos;1.809.610,00;1.05;1901176.26;96,70;101.59
28;Sergipe;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;135802;Metros cúbicos;12.510,00;1.1;13776.39;92,12;101.44
41;Paraná;2012;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;275;Toneladas;14,00;1.98;27.8;50,91;101.1
50;Mato Grosso do Sul;2016;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;9878927;Metros cúbicos;670.381,00;1.48;995319.71;67,86;100.75
32;Espírito Santo;2019;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;4219;Metros cúbicos;315,00;1.34;424.76;74,66;100.67
28;Sergipe;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;18946;Metros cúbicos;1.083,00;1.76;1906.76;57,16;100.63
51;Mato Grosso;2015;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1164672;Metros cúbicos;73.161,00;1.6;117175.27;62,82;100.6
42;Santa Catarina;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1033612;Metros cúbicos;64.893,00;1.6;103933.17;62,78;100.55
31;Minas Gerais;2022;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;279450;Metros cúbicos;25.498,00;1.1;28079.17;91,24;100.47
35;São Paulo;2013;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;659338;Metros cúbicos;35.262,00;1.87;66172.93;53,48;100.36
21;Maranhão;2021;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4176738;Metros cúbicos;357.438,00;1.17;419090.35;85,58;100.34
29;Bahia;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;13924643;Metros cúbicos;1.326.956,00;1.05;1394099.97;95,30;100.12
15;Pará;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4166394;Metros cúbicos;260.395,00;1.6;417050.85;62,50;100.1
53;Distrito Federal;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;231;Metros cúbicos;22,00;1.05;23.11;95,24;100.05
21;Maranhão;2017;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1685869;Metros cúbicos;116.576,00;1.44;168528.76;69,15;99.96
50;Mato Grosso do Sul;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;8033052;Metros cúbicos;427.042,00;1.87;801390.19;53,16;99.76
50;Mato Grosso do Sul;2017;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;12860798;Metros cúbicos;885.803,00;1.44;1280566.18;68,88;99.57
41;Paraná;2019;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;6516744;Metros cúbicos;480.999,00;1.34;648609.88;73,81;99.53
50;Mato Grosso do Sul;2022;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;17540067;Metros cúbicos;1.583.853,00;1.1;1744187.0;90,30;99.43
31;Minas Gerais;2012;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;30903;Toneladas;1.545,00;1.98;3068.6;50,00;99.3
22;Piauí;2013;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;107643;Metros cúbicos;5.695,00;1.87;10687.28;52,91;99.28
32;Espírito Santo;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;13854;Metros cúbicos;1.172,00;1.17;1374.15;84,60;99.18
51;Mato Grosso;2021;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1804938;Metros cúbicos;152.616,00;1.17;178939.83;84,55;99.13
33;Rio de Janeiro;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;55485;Metros cúbicos;5.214,00;1.05;5477.82;93,97;98.72
31;Minas Gerais;2016;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;481491;Metros cúbicos;31.959,00;1.48;47449.77;66,38;98.54
31;Minas Gerais;2015;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;26240;Toneladas;1.614,00;1.6;2585.0;61,51;98.51
35;São Paulo;2012;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;11321;Toneladas;561,00;1.98;1114.23;49,55;98.42
50;Mato Grosso do Sul;2008;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;10737;Toneladas;430,00;2.45;1055.63;40,05;98.31
35;São Paulo;2023;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;966111;Metros cúbicos;90.325,00;1.05;94895.44;93,49;98.22
41;Paraná;2008;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;2835;Toneladas;113,00;2.45;277.41;39,86;97.85
31;Minas Gerais;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5632808;Metros cúbicos;293.708,00;1.87;551174.62;52,14;97.85
35;São Paulo;2002;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;19320;Toneladas;519,00;3.63;1888.54;26,86;97.74
41;Paraná;2019;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5406346;Metros cúbicos;391.785,00;1.34;528308.0;72,47;97.71
43;Rio Grande do Sul;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;2297508;Metros cúbicos;191.000,00;1.17;223944.45;83,13;97.47
31;Minas Gerais;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;8195752;Metros cúbicos;497.336,00;1.6;796537.57;60,68;97.19
51;Mato Grosso;2017;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1104202;Metros cúbicos;74.205,00;1.44;107274.88;67,20;97.14
21;Maranhão;2022;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3660292;Metros cúbicos;321.358,00;1.1;353889.18;87,80;96.68
29;Bahia;2020;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;13079511;Metros cúbicos;972.234,00;1.29;1261589.17;74,33;96.45
43;Rio Grande do Sul;2016;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;2248235;Metros cúbicos;145.948,00;1.48;216690.09;64,92;96.38
50;Mato Grosso do Sul;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;1116269;Metros cúbicos;97.690,00;1.1;107579.19;87,51;96.37
42;Santa Catarina;2013;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;6960902;Metros cúbicos;357.198,00;1.87;670320.43;51,31;96.29
50;Mato Grosso do Sul;2017;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;986742;Metros cúbicos;65.676,00;1.44;94944.88;66,56;96.22
32;Espírito Santo;2020;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;11063;Metros cúbicos;820,00;1.29;1064.04;74,12;96.18
50;Mato Grosso do Sul;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;9419761;Metros cúbicos;565.186,00;1.6;905206.7;60,00;96.09
17;Tocantins;2015;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;9000;Metros cúbicos;540,00;1.6;864.86;60,00;96.09
15;Pará;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;308900;Metros cúbicos;28.192,00;1.05;29618.51;91,27;95.88
51;Mato Grosso;2016;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;972749;Metros cúbicos;62.770,00;1.48;93195.09;64,53;95.8
53;Distrito Federal;2016;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;217;Metros cúbicos;14,00;1.48;20.78;64,52;95.78
50;Mato Grosso do Sul;2015;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;1556;Toneladas;93,00;1.6;148.95;59,77;95.73
50;Mato Grosso do Sul;2021;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;13144044;Metros cúbicos;1.072.734,00;1.17;1257763.51;81,61;95.68
32;Espírito Santo;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1142041;Metros cúbicos;80.875,00;1.34;109057.03;70,82;95.48
31;Minas Gerais;2016;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;26240;Toneladas;1.687,00;1.48;2504.7;64,29;95.45
35;São Paulo;2011;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;10581;Toneladas;482,00;2.09;1009.5;45,55;95.4
50;Mato Grosso do Sul;2016;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;733800;Metros cúbicos;47.136,00;1.48;69983.17;64,24;95.37
41;Paraná;2016;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;10061395;Metros cúbicos;644.118,00;1.48;956326.84;64,02;95.04
42;Santa Catarina;2014;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;5161681;Metros cúbicos;278.503,00;1.76;490340.87;53,96;94.99
29;Bahia;2022;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;15115701;Metros cúbicos;1.303.902,00;1.1;1435896.46;86,26;94.99
